Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,RAV4,2.4,Hybrid,2000.0,204883.0,4619
Toyota,Prius,1.8,Hybrid,,194820.0,3254
Porsche,Cayenne,2.6,Diesel,2005.0,150294.0,12120
VW,Polo,,Petrol,2013.0,49329.0,16103
Toyota,Yaris,1.4,Hybrid,2018.0,,26723
VW,Golf,1.8,Petrol,2022.0,5335.0,42405
BMW,M5,4.0,,2014.0,,67709
Ford,Mondeo,1.4,Diesel,1994.0,125793.0,3257
BMW,Z4,,Petrol,2001.0,148784.0,6006
Ford,Mondeo,1.8,Diesel,2015.0,25123.0,29611
Ford,Fiesta,1.2,Petrol,,32421.0,14380
VW,Passat,1.4,Petrol,1989.0,199032.0,1275
Toyota,Prius,1.0,Hybrid,2007.0,89396.0,10286
Ford,Fiesta,1.4,Petrol,2013.0,35375.0,14282
,Focus,1.8,Petrol,1993.0,191119.0,1933
Ford,Fiesta,1.4,Petrol,2004.0,84122.0,5725
Ford,Focus,1.0,Petrol,2003.0,90082.0,6293
Toyota,Prius,1.4,Hybrid,,41382.0,34741
Ford,Focus,1.6,Petrol,2000.0,81971.0,6900
VW,Polo,1.6,Petrol,2000.0,136243.0,3255
Ford,Mondeo,,Diesel,,157184.0,1389
Ford,Focus,1.0,Petrol,1997.0,127373.0,3192
Toyota,Prius,1.8,Hybrid,1992.0,,3820
Porsche,718 Cayman,2.4,Petrol,2012.0,78182.0,25766
VW,Golf,1.8,Petrol,2015.0,41946.0,21673
Toyota,Yaris,1.0,Hybrid,2015.0,52841.0,17232
Toyota,Yaris,1.4,Hybrid,1998.0,117125.0,4188
Ford,Fiesta,1.4,Petrol,1996.0,212765.0,1186
BMW,X3,,Petrol,2004.0,134046.0,7916
VW,Golf,2.0,Petrol,2010.0,,14736
Ford,Focus,1.4,Petrol,2019.0,,30818
VW,Polo,1.0,Petrol,2008.0,65606.0,7352
Porsche,Cayenne,4.0,Petrol,2012.0,,53428
BMW,M5,,Petrol,2008.0,105341.0,32817
Ford,Mondeo,1.6,Diesel,2002.0,59497.0,9535
VW,Polo,1.4,,2017.0,39667.0,19590
Ford,Mondeo,1.6,Diesel,2007.0,129291.0,8061
Ford,Mondeo,1.6,Diesel,1990.0,202901.0,1400
BMW,Z4,2.0,Petrol,1986.0,354685.0,306
Toyota,Prius,1.4,Hybrid,2010.0,48275.0,19541
BMW,M5,5.0,Petrol,2016.0,,81629
Ford,Fiesta,1.4,Hybrid,2013.0,77614.0,13095
BMW,Z4,3.0,Petrol,1993.0,206429.0,2407
VW,Polo,2.0,Petrol,2005.0,146679.0,4670
VW,Golf,1.2,Petrol,2020.0,17008.0,28491
BMW,Z4,2.0,Petrol,1990.0,,1167
VW,Golf,1.6,Diesel,2005.0,109609.0,6956
Toyota,Prius,1.4,Hybrid,2007.0,,11125
BMW,X3,2.0,Diesel,2012.0,67408.0,23060
VW,Polo,2.0,Petrol,2021.0,15761.0,33355
VW,Polo,1.4,Petrol,2015.0,54329.0,14919
Ford,Focus,1.0,Petrol,2004.0,124245.0,5216
Ford,Mondeo,1.4,Diesel,1990.0,242270.0,918
VW,Passat,2.0,Diesel,2011.0,95665.0,16022
,Yaris,,Hybrid,2012.0,97701.0,10403
Porsche,Cayenne,2.6,Diesel,,250583.0,2948
VW,Golf,1.4,Hybrid,2013.0,71671.0,16605
,Golf,1.2,Diesel,1992.0,,1089
VW,Golf,1.4,Petrol,1993.0,256044.0,797
Toyota,RAV4,2.0,Hybrid,1994.0,212371.0,2644
VW,Passat,,Petrol,2000.0,104194.0,6533
BMW,Z4,3.0,Petrol,2004.0,130065.0,9529
Toyota,Yaris,1.0,Hybrid,1989.0,245399.0,649
Toyota,Yaris,,Petrol,1994.0,196348.0,1390
VW,Polo,1.4,Petrol,1992.0,142580.0,1697
VW,Golf,2.0,Petrol,,176906.0,2887
Toyota,Yaris,1.2,Petrol,1991.0,219961.0,854
VW,Golf,1.4,Hybrid,2013.0,52137.0,18853
Toyota,RAV4,1.8,Hybrid,2019.0,18252.0,56519
Ford,Focus,,Petrol,2011.0,,15554
VW,Golf,1.6,,2002.0,103163.0,5690
VW,Golf,,,2011.0,92178.0,11910
Ford,Fiesta,1.4,Petrol,1996.0,180102.0,1580
Ford,Fiesta,1.4,Petrol,2002.0,87604.0,4889
Ford,Mondeo,2.0,Diesel,1996.0,145758.0,3795
Ford,Focus,1.8,Petrol,2001.0,86666.0,7570
VW,Passat,1.8,Diesel,2009.0,86895.0,14162
Toyota,Yaris,1.0,Petrol,1996.0,193631.0,1375
VW,Polo,1.6,Petrol,2016.0,40129.0,18607
Ford,Fiesta,,Hybrid,,37875.0,20626
BMW,X3,3.0,Diesel,1987.0,159789.0,2659
VW,Polo,1.6,Petrol,2000.0,206154.0,1802
BMW,Z4,2.0,Petrol,2020.0,24582.0,46349
Ford,Fiesta,,Petrol,2000.0,170465.0,2073
VW,Passat,1.6,Petrol,2016.0,,26556
VW,Golf,1.4,Petrol,2003.0,105634.0,5586
Ford,Mondeo,1.6,,1990.0,226699.0,1131
Ford,Fiesta,1.0,Petrol,2017.0,34207.0,15868
VW,Polo,,Petrol,1995.0,,1167
VW,Passat,1.6,Diesel,2001.0,160167.0,4447
VW,Passat,1.4,Petrol,2011.0,68445.0,15422
VW,Golf,2.0,Petrol,2018.0,35989.0,28912
BMW,Z4,3.0,Petrol,1999.0,,4891
Ford,Fiesta,1.2,Petrol,2007.0,,3667
Porsche,Cayenne,3.0,Diesel,2015.0,41328.0,55477
VW,Passat,1.6,Diesel,2020.0,30781.0,39859
Ford,Fiesta,1.4,Petrol,1999.0,63302.0,4722
VW,Golf,1.2,Petrol,,57596.0,14050
Toyota,Prius,1.8,Hybrid,1986.0,187301.0,1561
VW,Golf,1.6,Petrol,1997.0,140170.0,3065
Ford,Mondeo,1.8,Diesel,1985.0,318591.0,363
Ford,Mondeo,1.4,Hybrid,,237790.0,1168
VW,Passat,1.8,Diesel,2018.0,,35582
VW,Golf,1.6,Diesel,1993.0,223039.0,1211
Toyota,Yaris,1.2,Hybrid,1989.0,251633.0,671
BMW,X3,,Diesel,2002.0,144412.0,7334
Porsche,911,3.0,Petrol,2002.0,126537.0,18287
VW,Passat,1.4,Petrol,1997.0,225806.0,1712
VW,Passat,1.4,Diesel,2015.0,17035.0,28851
BMW,X3,2.4,,1985.0,,772
Ford,Mondeo,1.6,,2010.0,40098.0,18337
VW,Golf,1.2,Diesel,2003.0,50104.0,7941
VW,Passat,1.8,Petrol,2011.0,,14499
VW,Golf,1.8,Hybrid,,92035.0,9590
Ford,Focus,1.0,Diesel,2008.0,88162.0,9349
VW,Golf,1.2,Petrol,2016.0,48541.0,18168
VW,Golf,2.0,Diesel,2008.0,87468.0,11160
VW,Passat,1.4,Diesel,2007.0,69287.0,12333
Toyota,Prius,1.0,Hybrid,2003.0,75073.0,8702
Toyota,RAV4,2.4,Hybrid,2009.0,127666.0,16080
VW,Passat,2.0,Diesel,2012.0,51562.0,23071
VW,Polo,,Petrol,2000.0,162915.0,2618
VW,Polo,,,1990.0,197035.0,1121
Ford,Fiesta,1.2,Petrol,2005.0,119887.0,4357
,Golf,,,2021.0,7361.0,34622
Ford,Mondeo,1.8,Diesel,2006.0,134245.0,7692
BMW,X3,3.0,Diesel,2004.0,130169.0,10497
VW,Passat,1.4,Diesel,1995.0,171090.0,2544
Ford,Focus,,Petrol,,114916.0,5242
VW,Golf,2.0,Diesel,2019.0,,33399
VW,Golf,1.8,Diesel,2006.0,95870.0,8726
VW,Passat,1.8,Diesel,2020.0,21766.0,44487
Ford,Mondeo,1.6,Diesel,1996.0,150286.0,3272
VW,Golf,1.8,Petrol,1989.0,217571.0,984
,Passat,1.4,Petrol,2001.0,102131.0,6253
Toyota,RAV4,2.0,Petrol,2000.0,,11010
Ford,Fiesta,1.2,Hybrid,2016.0,29348.0,20070
Ford,Focus,1.0,Petrol,2013.0,56560.0,15371
VW,Polo,1.0,Petrol,,258740.0,324
VW,Polo,2.0,Petrol,2000.0,153379.0,3168
Toyota,Prius,1.4,Hybrid,2004.0,85484.0,10243
BMW,X3,2.4,Diesel,2000.0,78144.0,10558
Toyota,RAV4,,Hybrid,2013.0,56084.0,30288
Toyota,Yaris,1.0,Petrol,2010.0,56782.0,10035
Ford,Focus,,Petrol,2005.0,115605.0,5959
Porsche,911,2.2,Petrol,1996.0,183399.0,6572
Toyota,Prius,1.4,Hybrid,1997.0,177546.0,3118
VW,Golf,1.4,Diesel,2020.0,18721.0,32012
Toyota,Prius,1.0,Hybrid,2006.0,90296.0,9561
VW,Polo,1.4,Petrol,1997.0,128404.0,2652
Ford,Fiesta,1.0,Petrol,2009.0,48362.0,8548
Toyota,Prius,1.8,Hybrid,1993.0,232223.0,1669
BMW,X3,3.0,Petrol,2018.0,31546.0,50135
Toyota,Prius,1.4,Hybrid,2021.0,9426.0,50797
Toyota,Yaris,,Petrol,2013.0,62344.0,13992
VW,Polo,,Petrol,1991.0,163077.0,1604
Ford,Focus,1.8,Petrol,1989.0,193925.0,1445
VW,Polo,,Petrol,1994.0,135077.0,2202
BMW,M5,5.0,Petrol,1992.0,128433.0,10095
VW,Golf,1.2,Petrol,2012.0,100767.0,9768
Porsche,Cayenne,3.0,Petrol,2010.0,137344.0,19214
Ford,Mondeo,1.4,Diesel,2019.0,27677.0,33606
BMW,Z4,3.0,,1999.0,224958.0,3042
Toyota,RAV4,2.4,Hybrid,1985.0,234003.0,1307
Toyota,Prius,,Hybrid,2005.0,91180.0,11925
VW,Polo,2.0,Petrol,,19120.0,32751
VW,Passat,2.0,Diesel,1993.0,210418.0,1889
Toyota,Prius,1.0,Hybrid,2007.0,104037.0,9251
VW,Passat,1.6,Diesel,1995.0,234852.0,1549
Toyota,Prius,1.8,Hybrid,2010.0,91634.0,16589
Toyota,RAV4,,Hybrid,2011.0,,26296
Toyota,Prius,1.0,Hybrid,2009.0,114914.0,9743
Ford,Focus,1.8,Petrol,1990.0,85969.0,3654
VW,Polo,1.4,Petrol,2017.0,31232.0,19605
Ford,Mondeo,2.0,Diesel,2012.0,,20782
Ford,Focus,1.0,Petrol,2011.0,59390.0,13211
Toyota,Yaris,1.0,Petrol,2015.0,78307.0,12144
BMW,M5,4.4,Petrol,1996.0,142881.0,11022
VW,Golf,1.2,Hybrid,1993.0,238679.0,1039
BMW,M5,4.0,Petrol,1991.0,,2092
VW,Passat,1.8,,2012.0,72779.0,18158
Toyota,Yaris,1.0,Petrol,2001.0,187798.0,2019
VW,Passat,1.4,Petrol,2013.0,,24608
VW,Passat,1.8,Diesel,2011.0,,16881
Ford,Focus,1.6,Petrol,1988.0,221571.0,997
Ford,Fiesta,1.0,Petrol,2001.0,238513.0,1108
VW,Polo,,Petrol,2014.0,43037.0,12650
Ford,Fiesta,,Petrol,2007.0,,3559
,Prius,1.0,Hybrid,1996.0,,7234
Ford,Mondeo,1.8,Diesel,2006.0,69265.0,12385
Toyota,Prius,1.4,Hybrid,,160232.0,2585
Ford,Focus,1.6,Diesel,2006.0,115346.0,8477
Ford,Focus,2.0,Hybrid,2004.0,107298.0,10071
Ford,Mondeo,2.0,Hybrid,2016.0,19617.0,39316
VW,Golf,1.6,Petrol,2005.0,129988.0,5665
Toyota,RAV4,1.8,Hybrid,1999.0,106349.0,8412
BMW,Z4,,Petrol,2001.0,77524.0,10280
BMW,M5,5.0,Petrol,1992.0,211356.0,5018
VW,Golf,1.2,Petrol,2020.0,,29721
Toyota,Prius,1.0,Hybrid,2015.0,64010.0,20851
Toyota,Yaris,1.0,Petrol,2003.0,108132.0,4406
BMW,Z4,2.2,Petrol,1990.0,112045.0,3686
Toyota,RAV4,2.0,Hybrid,2010.0,,24201
VW,Golf,1.8,Petrol,1992.0,205652.0,1337
,Golf,,Diesel,2020.0,21283.0,37727
Toyota,Yaris,1.0,Petrol,2013.0,37481.0,13804
Ford,Fiesta,1.2,,2017.0,46456.0,16152
Ford,Focus,1.8,Petrol,1994.0,195559.0,1988
VW,Polo,1.2,Petrol,1999.0,86223.0,3841
Ford,Fiesta,1.4,Petrol,2015.0,,18152
VW,Passat,1.6,Petrol,1992.0,169812.0,2143
Porsche,911,2.2,Petrol,1998.0,48251.0,20804
BMW,M5,5.0,Petrol,1988.0,160971.0,5942
Toyota,Prius,1.0,Hybrid,2015.0,47315.0,23186
Toyota,Yaris,1.2,Petrol,1996.0,126540.0,2629
Toyota,Prius,1.0,Hybrid,1993.0,80474.0,4305
Toyota,Prius,1.8,Hybrid,2014.0,51419.0,28369
Toyota,RAV4,1.8,Hybrid,2014.0,76880.0,28223
,911,3.5,Petrol,,104911.0,21782
Porsche,718 Cayman,2.4,Petrol,2007.0,97917.0,16059
Ford,Fiesta,1.2,Petrol,2014.0,46926.0,13186
VW,Golf,2.0,Petrol,2014.0,,17654
Toyota,Yaris,1.0,Hybrid,,197982.0,1138
Toyota,RAV4,2.4,Hybrid,1993.0,172780.0,3827
Toyota,RAV4,2.0,Hybrid,1992.0,,1181
,RAV4,2.4,Petrol,2016.0,47458.0,37574
VW,Golf,1.6,,1996.0,169770.0,2358
VW,Polo,,Petrol,2000.0,172580.0,2090
Toyota,Yaris,1.0,Hybrid,2008.0,125251.0,6475
Ford,Focus,1.0,Petrol,2014.0,,17945
Toyota,Yaris,1.0,Hybrid,1993.0,91094.0,3074
BMW,X3,3.0,Diesel,1997.0,138943.0,6140
,Polo,1.4,Petrol,1994.0,,841
Ford,Mondeo,1.8,Diesel,1985.0,321985.0,351
VW,Polo,2.0,Petrol,,,2674
Ford,Mondeo,1.6,Diesel,1992.0,210953.0,1489
VW,Polo,1.2,Petrol,1998.0,175256.0,1788
Porsche,Cayenne,,Petrol,,10743.0,81585
Toyota,Yaris,1.2,Hybrid,2014.0,53032.0,17638
VW,Golf,1.4,Petrol,2011.0,91421.0,10561
VW,Passat,1.4,Petrol,2018.0,31281.0,30987
Ford,Focus,2.0,Petrol,2012.0,70504.0,18565
Ford,Focus,1.0,Petrol,2020.0,22194.0,30094
Toyota,RAV4,1.8,Petrol,2007.0,,11355
Toyota,Yaris,1.0,Hybrid,,,744
Porsche,718 Cayman,4.0,Petrol,2005.0,,13785
Ford,Mondeo,1.4,Diesel,2003.0,106262.0,6887
Porsche,911,2.2,Petrol,2002.0,48162.0,27176
Toyota,Yaris,1.2,Petrol,2008.0,,7870
VW,Polo,1.0,Diesel,1989.0,,654
VW,Passat,1.4,Diesel,2004.0,184783.0,4123
Toyota,Yaris,1.4,Petrol,2007.0,100621.0,7195
BMW,M5,4.0,Petrol,2015.0,,73369
VW,Golf,2.0,Petrol,2016.0,40203.0,24677
VW,Passat,1.8,Diesel,2016.0,50053.0,28847
Ford,Focus,2.0,Petrol,1989.0,289884.0,632
Porsche,Cayenne,2.6,Petrol,2020.0,29732.0,73489
Toyota,RAV4,,Petrol,1997.0,,3327
Porsche,911,2.2,Petrol,2016.0,56322.0,65659
Ford,Mondeo,1.4,Diesel,2012.0,49207.0,18541
Ford,Focus,,Petrol,2018.0,42958.0,23346
Toyota,RAV4,,Hybrid,2022.0,6556.0,84819
Ford,Fiesta,1.4,,1998.0,191870.0,1630
Ford,Mondeo,2.0,Diesel,2009.0,116547.0,11365
Ford,Mondeo,1.8,Diesel,1991.0,,1596
Ford,Fiesta,1.0,,2013.0,76083.0,11183
Ford,Focus,1.8,Diesel,1989.0,247492.0,936
Ford,Mondeo,1.6,Diesel,2016.0,33219.0,28491
Ford,Mondeo,1.8,Hybrid,2008.0,80150.0,15022
,Yaris,1.2,Petrol,2017.0,56728.0,17537
Ford,Focus,1.0,Petrol,2014.0,90330.0,13080
VW,Golf,1.6,Diesel,2002.0,157403.0,3902
VW,Golf,1.8,Petrol,2017.0,30691.0,26464
Ford,Fiesta,1.4,,2009.0,80539.0,8601
Ford,Focus,1.4,Diesel,2020.0,15924.0,38694
Ford,Focus,1.0,Diesel,1996.0,,1696
BMW,Z4,2.0,Petrol,2001.0,132258.0,6261
BMW,X3,,Diesel,,48900.0,27832
Ford,Fiesta,1.2,Petrol,2015.0,61787.0,12830
Toyota,Prius,1.4,Hybrid,,30347.0,37073
BMW,Z4,2.4,Petrol,2001.0,167953.0,5123
VW,Passat,1.6,Petrol,2008.0,136339.0,8200
Toyota,Yaris,1.4,Hybrid,2004.0,204187.0,3033
,Mondeo,1.4,Diesel,,238446.0,1086
Toyota,Yaris,1.2,Hybrid,,47976.0,5860
Toyota,Yaris,1.2,Hybrid,2004.0,124681.0,5457
VW,Passat,,Diesel,2021.0,6400.0,45533
Toyota,RAV4,1.8,Hybrid,2000.0,141582.0,6843
Ford,Focus,1.4,Hybrid,2002.0,88845.0,8433
Ford,Mondeo,1.4,Diesel,2019.0,24997.0,34119
VW,Passat,1.4,Diesel,2006.0,74941.0,11107
VW,Passat,1.6,Diesel,1993.0,70294.0,5150
,Fiesta,1.4,Petrol,2011.0,47855.0,11594
Ford,Focus,1.0,Petrol,,265222.0,564
,Polo,1.0,Petrol,1994.0,,736
Ford,Focus,1.6,Hybrid,2010.0,90853.0,15150
Porsche,911,,Petrol,2005.0,134449.0,22670
Toyota,Prius,1.4,Hybrid,1997.0,139281.0,4282
Ford,Mondeo,1.4,Diesel,2014.0,58564.0,19969
BMW,X3,2.4,Diesel,1990.0,255470.0,1244
Ford,Focus,2.0,Petrol,1996.0,138657.0,3863
Ford,Focus,1.8,Petrol,2012.0,97380.0,14599
VW,Passat,2.0,Diesel,1995.0,,3469
Toyota,RAV4,2.0,,1992.0,143335.0,3477
Porsche,911,3.5,Petrol,2001.0,161404.0,13942
Ford,Focus,1.8,Diesel,2006.0,131984.0,7903
Ford,Focus,1.8,Petrol,2018.0,23254.0,35128
Ford,Focus,,Petrol,2016.0,39659.0,27962
Ford,Fiesta,1.4,Petrol,2002.0,138979.0,3316
Ford,Mondeo,1.8,Diesel,1994.0,158563.0,2837
VW,Polo,2.0,,2001.0,131026.0,4054
Toyota,RAV4,2.4,Petrol,2009.0,107588.0,15622
BMW,M5,4.0,Petrol,1998.0,160207.0,10418
Ford,Fiesta,1.2,Petrol,2015.0,52262.0,13635
VW,Golf,2.0,Diesel,1993.0,153560.0,2471
VW,Polo,1.6,Petrol,2008.0,75100.0,8727
Ford,Fiesta,1.2,Petrol,1990.0,81290.0,2125
Ford,Focus,1.8,,2007.0,130348.0,8558
VW,Polo,1.4,Petrol,2010.0,41904.0,11543
Ford,Mondeo,2.0,Hybrid,2004.0,100315.0,10507
Ford,Fiesta,1.4,Petrol,,395085.0,94
Ford,Fiesta,1.2,Petrol,1999.0,67204.0,4261
Ford,Fiesta,1.4,Petrol,1989.0,,394
Ford,Fiesta,,Petrol,2015.0,68426.0,12282
Ford,Fiesta,1.2,Petrol,2013.0,34189.0,13315
BMW,Z4,,Petrol,2011.0,75058.0,22766
Ford,Mondeo,2.0,Diesel,1994.0,150947.0,3184
Toyota,RAV4,1.8,Petrol,2000.0,121486.0,6682
VW,Golf,1.2,Petrol,,78681.0,6704
VW,Polo,1.0,Petrol,2021.0,19995.0,23048
Toyota,RAV4,2.4,Hybrid,2006.0,,16103
Ford,Fiesta,1.4,Petrol,2022.0,3799.0,30947
Ford,Focus,1.6,Petrol,1988.0,274487.0,612
Porsche,911,,Petrol,,26708.0,30860
VW,Polo,2.0,Petrol,2009.0,62566.0,11337
Ford,Mondeo,1.4,Diesel,1992.0,124439.0,2881
Toyota,Prius,1.8,Hybrid,2006.0,140204.0,8783
Porsche,718 Cayman,4.0,Petrol,2018.0,21915.0,70413
Ford,Fiesta,1.0,Petrol,2015.0,,15192
Ford,Fiesta,1.0,Petrol,2006.0,141369.0,3590
Toyota,RAV4,2.4,Hybrid,2003.0,138064.0,9928
VW,Golf,1.8,Petrol,1993.0,180814.0,1775
Toyota,Yaris,1.4,Hybrid,2010.0,94279.0,11042
Ford,Mondeo,1.6,Diesel,2002.0,171760.0,4081
VW,Golf,1.2,Diesel,1996.0,216864.0,1354
Ford,Mondeo,,Diesel,1996.0,159524.0,3390
Porsche,Cayenne,3.0,Petrol,2015.0,93161.0,37504
,Polo,1.2,,2020.0,24914.0,22982
Ford,Mondeo,1.4,Diesel,1990.0,110770.0,2799
BMW,M5,4.0,Petrol,1985.0,136426.0,5316
Toyota,RAV4,2.2,Hybrid,1993.0,136083.0,4958
BMW,Z4,2.4,Petrol,2000.0,223092.0,2958
Ford,Mondeo,1.6,Diesel,,37641.0,29674
Toyota,Yaris,1.4,Petrol,1988.0,238682.0,637
Toyota,Prius,1.8,Hybrid,,240844.0,1542
BMW,Z4,2.2,,2014.0,,23840
VW,Passat,1.6,Petrol,2007.0,22303.0,16741
VW,Golf,1.6,Petrol,1999.0,212429.0,1892
VW,Golf,1.6,Petrol,2006.0,85896.0,8412
VW,Passat,1.6,Diesel,2001.0,129508.0,5699
Ford,Focus,1.4,Petrol,2014.0,54597.0,19686
BMW,Z4,2.0,Petrol,2020.0,22177.0,46976
VW,Polo,,Petrol,2000.0,131052.0,2681
BMW,Z4,3.0,Petrol,1992.0,223378.0,1935
Porsche,911,,Petrol,1993.0,233639.0,4342
VW,Polo,2.0,Petrol,1993.0,85233.0,3347
VW,Golf,1.2,Petrol,2011.0,91417.0,9778
VW,Passat,1.4,Diesel,1996.0,191756.0,2276
VW,Passat,,Diesel,,139969.0,6357
Ford,Mondeo,2.0,Diesel,1993.0,213872.0,1734
Toyota,Prius,1.0,Hybrid,,87939.0,11109
Ford,Focus,1.8,Diesel,2011.0,93309.0,14768
VW,Polo,,Petrol,1999.0,,1702
VW,Passat,2.0,Diesel,2010.0,56366.0,19588
BMW,M5,,Petrol,1998.0,,12426
,Passat,1.4,Diesel,2009.0,,15556
Porsche,Cayenne,2.6,Diesel,1999.0,40642.0,17847
Porsche,Cayenne,2.6,Petrol,2014.0,35848.0,47541
,Polo,2.0,Diesel,,129566.0,5622
Toyota,Yaris,1.4,Hybrid,1990.0,313238.0,433
BMW,X3,,Petrol,1996.0,167019.0,3885
Toyota,Prius,,Hybrid,1993.0,40421.0,6599
Toyota,Prius,1.0,Hybrid,,66238.0,6615
VW,Golf,1.6,Petrol,2004.0,184413.0,3379
Toyota,Yaris,,Hybrid,2008.0,121178.0,7321
VW,Golf,1.4,Hybrid,2013.0,67739.0,17047
VW,Passat,2.0,Petrol,1998.0,122329.0,5254
VW,Polo,1.6,Petrol,,96326.0,4126
Ford,Fiesta,1.2,Petrol,2002.0,117575.0,3631
VW,Polo,2.0,Petrol,1990.0,196593.0,1125
VW,Polo,1.4,Petrol,2015.0,25109.0,17767
Toyota,RAV4,2.0,Hybrid,2017.0,,46955
Ford,Mondeo,1.4,Diesel,2015.0,29132.0,25527
Ford,Fiesta,1.4,Diesel,2002.0,221603.0,1716
BMW,Z4,2.0,Petrol,2010.0,67466.0,18298
Ford,Mondeo,1.8,Petrol,,,5247
Ford,Mondeo,1.6,Hybrid,1989.0,,1217
Toyota,Prius,,Hybrid,2012.0,61321.0,23309
Toyota,Prius,1.8,Hybrid,2003.0,,6098
Ford,Mondeo,1.4,Diesel,2004.0,91209.0,8215
BMW,X3,,Diesel,2002.0,148881.0,7072
Ford,Mondeo,1.4,Diesel,2013.0,67026.0,17679
Toyota,Prius,1.8,Hybrid,1992.0,,6949
BMW,X3,2.0,Diesel,,52201.0,27191
VW,Passat,1.6,Diesel,2021.0,11260.0,47457
Toyota,Prius,1.4,Hybrid,2006.0,82958.0,11913
Ford,Fiesta,1.0,Petrol,2010.0,88209.0,7014
Ford,Focus,1.4,Petrol,1994.0,231051.0,1276
Toyota,Yaris,1.0,Hybrid,2015.0,21139.0,20784
VW,Golf,1.2,Petrol,2013.0,,15288
VW,Golf,1.8,Diesel,2012.0,66667.0,15935
Ford,Focus,1.4,Petrol,,,1048
Toyota,RAV4,2.2,Hybrid,1998.0,96127.0,9378
Ford,Mondeo,1.4,Hybrid,2016.0,35906.0,29982
Toyota,Yaris,1.4,Petrol,2008.0,79572.0,8932
VW,Golf,1.8,Petrol,1997.0,188726.0,2165
,Mondeo,1.6,Diesel,2006.0,73153.0,11376
Toyota,RAV4,1.8,Hybrid,2018.0,29748.0,49579
Porsche,Cayenne,4.0,Petrol,2006.0,80418.0,25998
Ford,Mondeo,1.6,Diesel,2012.0,54440.0,19181
VW,Golf,1.6,Petrol,,188067.0,2680
Ford,Fiesta,1.4,Petrol,2007.0,149024.0,4268
Ford,Focus,1.8,Petrol,2003.0,102737.0,7704
VW,Polo,1.4,Petrol,2019.0,21724.0,23640
Ford,Fiesta,1.4,Petrol,1996.0,,1578
VW,Passat,1.8,Diesel,2001.0,116011.0,6710
VW,Passat,1.6,Diesel,2003.0,,5455
,Golf,,Petrol,2004.0,,8408
BMW,X3,3.0,Petrol,1993.0,196255.0,2765
VW,Polo,,Petrol,2004.0,94670.0,6516
VW,Golf,1.8,Petrol,2021.0,11138.0,38490
VW,Polo,1.0,Diesel,2017.0,12845.0,19266
VW,Polo,1.4,Petrol,2006.0,133733.0,4634
VW,Polo,1.4,Petrol,2007.0,74373.0,7675
Ford,Focus,2.0,Petrol,1986.0,231978.0,887
Ford,Mondeo,1.8,Hybrid,2017.0,36014.0,36318
BMW,X3,2.0,Diesel,1985.0,291955.0,578
VW,Passat,1.8,Diesel,2006.0,90367.0,11313
Ford,Mondeo,,Petrol,2002.0,119410.0,5556
Ford,Fiesta,1.2,Petrol,2017.0,,16296
Ford,Fiesta,,Petrol,2016.0,24886.0,17154
VW,Golf,2.0,Petrol,2007.0,123799.0,7595
VW,Golf,1.4,Diesel,2017.0,,23784
Porsche,718 Cayman,,Petrol,2008.0,70103.0,26911
BMW,M5,4.0,,1993.0,107381.0,11337
VW,Golf,,Petrol,2013.0,54031.0,18555
Ford,Fiesta,1.4,Petrol,2011.0,78118.0,9517
Ford,Fiesta,1.2,Petrol,,54263.0,3106
Toyota,Prius,,Hybrid,1994.0,237484.0,1499
VW,Golf,1.4,Hybrid,,,5422
Porsche,911,3.0,Petrol,,11852.0,129795
VW,Golf,1.4,Petrol,2007.0,133849.0,5873
Porsche,Cayenne,3.0,,2004.0,110921.0,15809
Ford,Focus,2.0,Petrol,1995.0,,4199
Toyota,Prius,1.0,Hybrid,2008.0,72070.0,12394
BMW,Z4,2.4,Petrol,2012.0,99094.0,18375
Toyota,Prius,1.4,Hybrid,,87529.0,6768
Ford,Fiesta,,Petrol,2001.0,103452.0,3777
Toyota,Prius,1.8,Hybrid,1992.0,239935.0,1455
BMW,Z4,2.4,Petrol,1995.0,159413.0,3688
Ford,Fiesta,1.4,Petrol,1998.0,63509.0,4412
Toyota,RAV4,2.0,Hybrid,1989.0,151567.0,3194
Toyota,RAV4,2.2,Petrol,2006.0,81370.0,14789
Ford,Focus,1.8,Petrol,2006.0,60751.0,12589
BMW,Z4,3.0,Petrol,2000.0,142186.0,6627
Toyota,Yaris,1.4,Petrol,2000.0,141026.0,3306
Porsche,718 Cayman,2.0,Petrol,2020.0,17563.0,58267
Ford,Fiesta,1.4,Petrol,2017.0,,19058
Toyota,RAV4,1.8,Hybrid,2018.0,39035.0,46957
VW,Passat,1.8,Diesel,1996.0,206895.0,2259
Toyota,Yaris,1.4,Hybrid,2003.0,145959.0,4657
BMW,Z4,2.4,Petrol,2005.0,172021.0,6462
VW,Polo,1.4,Petrol,2012.0,55707.0,12108
BMW,M5,5.0,Petrol,2000.0,25475.0,34658
VW,Polo,1.2,Petrol,2021.0,11588.0,26419
Toyota,Yaris,1.2,Hybrid,2016.0,56343.0,19735
Toyota,Yaris,1.2,Hybrid,,,9781
VW,Polo,1.0,Petrol,1989.0,210398.0,659
Ford,Fiesta,,Petrol,2007.0,84318.0,6465
Ford,Mondeo,1.4,Diesel,2016.0,,24767
Toyota,Yaris,1.4,Petrol,1998.0,204505.0,1689
